12030,8257537,159,159,POODLE,Y&Co.,EUROBEAT,,,f,
12031,8257537,144,144,Pollinosis,dj REMO-CON,HARD DANCE,,,f,
12034,8257537,144,144,Get'em up to R.A.V.E,Disconation,RAVE,,,f,
12036,8257537,139,139,alla turca con passione,Twin AmadeuS,NATURAL SOUND,,,f,
12037,8257537,122,122,オレはビートマニア！お前は何マニア？, DANCE☆MAN,FUNK,OREHA BEATMANIA! OMAEHA NANIMANIA?,,f,
12038,8257537,128,128,We are Disっ娘よっつ打ち命,DANCE☆MAN feat. Disっ娘,DISCO,WE ARE DISKKO YOTTSUUCHI INOCHI,DANCE*MAN FEAT. DISKKO,f,
12040,8257537,159,159,vault of heaven,Mr.T,ELECTROSHOCK,,,f,
12041,8257537,169,169,Love Magic,D.J.SWAN,DRUM'N'BASS,,,f,
12043,8257537,149,149,First Resolution,good-cool,TECHNO RAVE,,,f,
12045,8257537,219,219,SCREAM SQUAD,CALF,BREAKCORE,,,f,
12049,8257537,180,180,Aurora,Ryu☆,TRANCE CORE,,,f,
12050,8257537,136,146,Votum stellarum,iconoclasm,ANTHEM TRANCE,,,f,
12051,8126465,115,145,Pink Rose,Kiyommy+Seiya,HEART,,,f,
12052,8257537,150,150,Scripted Connection⇒ N mix,DJ MURASAME,TECHNO,,,f,
12053,8257537,150,150,Scripted Connection⇒ H mix,DJ MURASAME,TECHNO,,,f,
12054,8257537,150,150,Scripted Connection⇒ A mix,DJ MURASAME,TECHNO,,,f,
13000,8257537,198,198,華蝶風雪,白虎,ASIAN MIXTURE,KACHOUFUSETSU,BYAKKO,f,
13001,8257537,179,179,タシカナモノ,星野奏子 with the BAND,POPROCK,TASHIKANAMONO,HOSHINO KANAKO WITH THE BAND,f,
13002,8257537,164,164,The Dirty of Loudness,Tatsh Assault X,SADISTIC HARDCORE,,,f,
13003,8257537,154,154,D.C. fish,DJ MURASAME,TECHNO,,,f,
13005,8257537,159,159,嘆きの樹,金獅子,CONTEMPORARY,NAGEKI NO KI,KINJINSHI,f,
13006,8257537,171,171,Melody Life,Noria,NEW ACOUSTIC,,,f,
13009,8257537,169,169,Bloody Tears(IIDX EDITION),DJ YOSHITAKA,HARD RENAISSANCE,,,f,
13010,8257537,179,179,CONTRACT,朱雀,SUBLIME TECHNO,,SUZAKU,f,
13011,8257537,134,134,INFERNO,Caldeira feat.星野奏子,BRAZILIAN HOUSE,,CALDEIRA FEAT. HOSHINO KANAKO,f,
13012,8257537,164,164,DEEP ROAR,NAOKI & Tatsh,SUPER RAVE BEAT,,,f,
13013,7471105,144,144,leaving...,SEIYA MURAI,SYMPHONIC EURO,,,f,
13014,8257537,169,169,ALFARSHEAR ~双神威に廻る夢~,ＴЁЯＲＡ,HYPER J-POP SEVEN,ALFARSHEAR,,f,
13015,8257537,159,159,Why did you go away ～GIRL'S SIGHT～,jun with TAHIRIH,LOVERS EUROBEAT,Why did you go away,,f,
13017,8257537,169,169,Apocalypse～dirge of swans～,Zektbach,ORATORIO,APOCALYPSE,,f,
13019,8257537,129,129,Heavenly Sun(IIDX VERSION),AKIRA YAMAOKA,TRANCE,,,f,
13021,8257537,134,134,with you...,Sota Fujimori,FUNK'N JAZZ HOUSE,,,f,
13023,8257537,139,140,bluemoon,小野秀幸,LATIN HORNS GROOVE,,ONO HIDEYUKI,f,
13024,8257537,174,174,This is Love,D-crew feat.MAKOTO,CORE POP,,,f,
13025,8257537,179,179,罠,good-cool,DRUM'N'ROCK,WANA,,f,
13026,8257537,72,82,Ganymede,玄武,ESOTERIC SLOWCORE,,GENBU,f,
13028,8257537,131,131,BALLAD THE FEATHERS,S.S.D.FANTASICA feat.Naomi Koizumi,CELTIC REEL,,,f,
13029,8257537,151,151,Sun Field,mh sequence,HAPPY POP,,,f,
13032,8257537,154,154,BOOM BOOM DISCO NIGHT,Y&Co.,EUROBEAT,,,f,
13034,5111809,181,181,tripping contact,kors k vs teranoid,FREEFORM,tripping contact,,f,
13035,8257537,134,134,Power of Love,kors k feat.PSY,2 STEP,,,f,
13037,8257537,148,148,So Fabulous!!,HHH(Ryu☆ & Dai),BUCHIAGE TRANCE,,,f,
13038,8257537,190,190,waxing and wanding,青龍,DANCE SPEED,,SEIRYUU,f,
13039,8257537,134,134,Harmony and Lovely,Ryu☆,PROGRESSIVE HOUSE,,,f,
13040,8257537,149,149,MINT,SLAKE,ELECTRONICA,,,f,
13041,8257537,160,160,EURO-ROMANCE,K-MASERA,80's TECHNO,,,f,
13043,8257537,142,142,Pretty Punisher,baby weapon feat. asuka.m,DANCE POP,,,f,
13044,8257537,158,158,TYPE MARS(G-Style Mix),L.E.D.,PSYCHEDELIC TRANCE,,,f,
13045,8257537,144,144,Crazy K.I.N.O.,Shoichiro Hirata,MIXTURE,,,f,
13046,8257537,139,139,Broadbanded,SADA,TRANCE,,,f,
13047,8257537,137,137,Double♥♥Loving Heart,Tatsh feat. Junko Hirata & Sayaka Minami,J-POP,DOUBLE LOVING HEART,,f,
13048,8257537,159,159,Zenius -I- vanisher,Tatsh,CYBER OPUS,,,f,
13050,8257537,154,154,WISH(EUROBEAT MIX),DJ YOSHITAKA feat.杉村ことみ,EUROBEAT,,DJ YOSHITAKA FEAT. AYAMURA KOTOMI,f,
13051,8257537,186,186,tripping contact(teranoid&MC Natsack Remix),kors k vs teranoid,GABBA,,,f,
13052,8257537,155,155,MOON,dj TAKA feat.Erika Mochizuki,哀愁ユーロ,,,f,
13053,8257537,159,159,虹色,DJ YOSHITAKA feat. G.S.C. license,LOVELY TRANS POP,NIJIIRO,,f,
13054,8257537,103,155,Concertino in Blue,佐々木博史,PROGRESSIVE,,SASAKI HIROFUMI,f,
13055,8257537,139,139,カゴノトリ～弐式～,橙色特別室,和式電子音楽,KAGONOTORI,DAIDAIIRO TOKUBETSUSHITSU,f,
14000,8257537,154,154,リグレット,星野奏子,EURO TRANCE,REGRET,HOSHINO KANAKO,f,
14001,8257537,145,145,INORI,dj TAKA feat.HAL,MILLENNIUM TRANCE,,,f,
14002,8257537,175,175,PHOTONGENIC,L.E.D. fw.堀澤麻衣子,DRUM & BASS,,L.E.D. fw. HORISAWA MAIKO,f,
14003,8257537,109,109,Love Again...,Tatsh feat. Junko Hirata,POPS,,,f,
14004,8257537,129,189,TRANOID,T&S seq. factory,PSG WORKS,,,f,
14005,8257537,183,183,Candy Galy,Risk Junk-G,HAPPY,,,f,
14006,8257537,129,129,never...,Kanako Hoshino with dj TAKA,DANCE POP,,,f,
14007,8257537,161,161,GOLD RUSH,DJ YOSHITAKA-G feat.Michael a la mode,RECKLESS RAVE,,,f,
14008,8257537,160,160,CaptivAte～誓い～,DJ YOSHITAKA feat.A/I,NOSTALISH REQUIEM,CAPTIVATE-CHIKAI-,,f,
14009,8257537,184,184,VANESSA,朱雀,DECEPTIVE GABBA,,SUZAKU,f,
14011,8257537,164,165,星をこの手に,DJ YOSHITAKA feat.星野奏子,J-POP,NINE ELEMENTS OF THE STAR,DJ YOSHITAKA FEAT. HOSHINO KANAKO,f,
14012,8257537,179,179,零 -ZERO-,TЁЯRA,HYPER J-POP ZERO,ZERO,,f,
14013,8257537,144,144,STARS☆☆☆ (Re-tuned by HΛL) -IIDX EDITION-,TЁЯRA,HYPER J-POP+,STARS***(RE-TUNED BY HAL)-IIDX EDITION-,,f,
14014,8257537,136,164,Blind Justice ～Torn souls, Hurt Faiths～,Zektbach,EPIC POETRY,Blind Justice,,f
14015,8257537,170,170,Air Bell,D-crew,FLOW POP,,,f,
14016,8257537,149,149,ヨシダさん,AKIRA YAMAOKA,TECHNO,YOSHIDA SAN,,f,
14018,8257537,151,151,ANDROMEDA II,Sota Fujimori,PSYCHEDELIC SYNTH TRANCE,,,f,
14019,8257537,145,145,Cyber Force,Sota Fujimori feat.cyborg AKEMI,CYBORG TRANCE,,,f,
14020,8257537,188,188,smile,miru_maki.gjw,ELE POP,,,f,
14021,8257537,151,151,LASER CRUSTER,L.E.D.,NU SKOOL BREAKS,,,f,
14022,7471105,159,159,GRID KNIGHT,SAW WAVE SQUAD,ELECTRONICA,,,f,
14023,8257537,169,169,CROSSROAD,jun with TAHIRIH,DRAMATIC EURO TRANCE,,,f,
14024,8257537,139,139,HALF MOON,Mutsuhiko Izumi,PROGRESSIVE,,,f,
18033,8126465,183,183,Raise your hands,Keiichi Ueno feat. RIISA,OKINAWA ANTHEM,,,f,
14028,8257537,149,149,花吹雪～IIDX LIMITED～,S.S.D.FANTASICA feat.ユッコ,JAPANESE ALTERATION,HANAFUBUKI,S.S.D. FANATASICA FEAT YUKKO,f,
14029,8257537,164,164,電人、暁に斃れる。,L.E.D.-G,NU-NRG,FATAL ATTACK,,f,
14030,8257537,149,149,FIRE FIRE,StripE,BUCHIAGE TRANCE,,,f,
14031,8257537,155,155,the shadow,kors k,SCHRANZ,,,f,
14033,8257537,148,148,Second Heaven,Ryu☆,HANDZ UP,,,f,
14035,8257537,139,139,Sense 2007,good-cool,RAVE,,,f,
14037,8257537,129,129,Make Me Your Own,good-cool ft. Raj Ramayya,HOUSE,,,f,
14038,8257537,131,131,heaven above,kors k,FILTER HOUSE,,,f,
14039,8257537,134,134,With your Smile,Shoichiro Hirata plus Junko Hirata,J-HOUSE,,,f,
14040,8257537,159,159,Roulette,Y&Co.,EUROBEAT,,,f,
14043,8257537,139,139,X-rated,SADA,RETRO RAVE,,,f,
14046,8257537,164,164,KAMAITACHI,DJ TECHNORCH fw.GUHROOVY,FREEFORM HARDCORE,,,f,
14047,8257537,149,149,METALLIC MIND,DJ TECHNORCH fw. GUHROOVY,OLDSKOOL HARDCORE RAVE,,,f,
14049,8257537,179,179,CaptivAte～裁き～,DJ YOSHITAKA feat.A/I,NOSTALISH REQUIEM,CAPTIVATE-SABAKI-,,f,
14050,8257537,179,179,High School Love,DJ YOSHITAKA feat.DWP,HIGH SPEED LOVE SONG,,,f,
14051,8257537,135,135,The Smile of You,猫叉Master feat.JESSY,POP,,NEKOMATA MASTER FEAT. JESSY,f,
14052,8257537,100,400,Fascination MAXX,100-200-400,SuperNOVA BEAT,,,f,
14053,8257537,144,144,snow storm,dj TAKA,TRANCE,,,f,
14055,8257537,156,156,four-leaf,Sis Bond Chit,ROCK,,,f,
14056,8257537,184,184,クルクル☆ラブ～Opioid Peptide MIX～,イオンチャンネル,FUTURE POP,CURU CURU LOVE,ION CHANNEL,f,
14058,8257537,120,120,Watch out!!,MAD Sequence＊,HIP HOP,,,f,
15000,8257537,185,185,"Anisakis -somatic mutation type ""Forza""-",朱雀,HARD RENAISSANCE,"Anisakis -somatic mutation type""Forza""-",SUZAKU,f,
15001,8257537,168,168,MENDES,Humanoid,IRREGULAR HI-BREAK,,,f,
15002,8257537,100,100,Darling my LUV,DJ Yoshitaka feat.B-Agents,J-R&B,,,f,
15003,8257537,180,180,MAX LOVE,DJ YOSHITAKA feat.星野奏子,LOVELY BUCHIAGE POP,,DJ YOSHITAKA FEAT. HOSHINO KANAKO,f,
15004,8257537,144,144,Blue Rain,dj TAKA vs Ryu☆,TRANCE,,,f,
15005,8257537,125,195,four pieces of heaven,Lion,JUNGLE,,,f,
15006,8257537,68,85,走馬灯 -The Last Song-,TAKA,SOLDIER'S BALLAD,The Last Song,,f,
15007,8257537,173,173,THE DEEP STRIKER,L.E.D.-G,NU STYLE GABBA,,,f,
15008,8257537,205,205,STEEL NEEDLE,Scorpion,BREAK CORE,,,f,
15009,8257537,184,184,SOUND OF GIALLARHORN,L.E.D.-G,FREEFORM HARDCORE,,,f,
15010,8257537,171,171,REMINISCENCE,jun with Alison,TRI EURO FANTASIA,,,f,
15011,8257537,70,70,PROMISE FOR LIFE,TЁЯRA WORKS,BALLAD,,,f,
15012,8257537,150,150,高高度降下低高度開傘,Dr. Honda,SYMPHONIC TECHNO,KOUKOUDOKOUKA TEIKOUDOKAISAN,,f,
15013,8257537,162,162,oratio,蓑舞衆,HYMNUS,,MINO MAI SHUU,f,
15014,8257537,160,160,Ristaccia,Zektbach,OUVERTÜRE,,,f,
15015,8257537,165,165,NEW GENERATION -もう、お前しか見えない-,SUPER STAR 満-MITSURU-,ONLY ONE EURO BEAT,NEW GENERATION,SUPER STAR -MITSURU-,f,
15016,8257537,177,177,TROOPERS,Des-TRACT,ULTIMATE CORE,,,f,
15017,8257537,130,130,SHIFT,AKIRA YAMAOKA,TECHNO,,,f,
15018,8257537,152,152,マチ子の唄,AKIRA YAMAOKA,EDUCATION,SONG OF MACHIKO,,f,
15019,8257537,165,165,beatonic nation,Sota Fujimori,TECH-TORONIKA,,,f,
15021,8257537,162,162,end of world,猫叉Master+,FRENZY HOUSE,,NEKOMATA MASTER +,f,
15022,8257537,133,133,evergreen,kors k,PROG,,,f,
15023,8257537,126,251,ICARUS,Eagle,NU SKOOL BREAKBEATS HARDCORE,,,f,
15024,8257537,149,149,Dazzlin' Darlin,HHH,HANDZ UP,,,f,
12042,4063233,125,125,SPARK !,SILVER FOX PRODUCTIONS feat.星野奏子,DANCE POP,,SILVER FOX PRODUCTIONS FEAT. HOSHINO KANAKO,f,
15025,8257537,300,300,Do it!! Do it!!,Kraken,N-BEATS,,,f,
15026,8257537,191,191,Time to Air,青龍,DANCE SPEED,,SEIRYUU,f,
15027,8257537,130,146,avant-guerre,Osamu Kubota,CLASSICAL PIANO SOLO,,,f,
15028,8257537,128,128,Digitank System,DJ Mass MAD Izm*,TECH-BREAKBEATS,,,f,
15029,8257537,125,125,エコ爺,Y&Co.,80's EURO,ECO-G,,f,
15030,7995393,0,0,2 tribe 4 K,Remo-con,TRIBAL,,,f,
15032,8257537,145,145,MENTAL MELTDOWN,GUHROOVY fw. TECHNORCH,HARD HOP,,,f,
15038,8257537,150,150,the trigger of innocence,Seiya Murai,ELECTRONICA,,,f,
15039,8257537,90,192,少年A ,Remixed by 少年ラジオ,POST RENAISSANCE,KID A,REMIXED BY SHONEN RADIO,f,
15040,8257537,141,141,scar in the earth,猫叉Master,WORLD/ELECTRONICA,,NEKOMATA MASTER,f,
15041,8257537,160,160,Be OK,good-cool ft. Florence,EUROBEAT,,,f,
15043,8257537,160,160,Kick Out 仮面,"上野圭市（aka. Babyweapon,DJ SWAMI)feat.星野奏子",E-DANCE POP,KICK OUT KAMEN,"UENO KEIICHI(aka. Babyweapon,DJ SWAMI)FEAT> HOSHINO KANAKO",f,
15044,8257537,180,180,satfinal,RAM,RAVE,SATFINAL,,f,
15045,8257537,128,128,Wanna Party?,RAM,PIANO HOUSE,WANNA PARTY,,f,
13008,4063233,114,114,wish,DJ Yoshitaka feat.杉村ことみ,CUTE POPS,,DJ YOSHITAKA FEAT. SUGIMURA KOTOMI,f,
15048,8257537,145,145,Freeway Shuffle,dj TAKA,TRANCE,,,f,
15049,8257537,75,300,PARANOiA (HADES),αTYPE-300,SUPERNOVA2 BEAT #1,,,f,
15054,8257537,160,160,華爛漫 -Flowers-,TЁЯRA,HYPER JAPANESQUE 2,HANARANMAN,,f,
15055,8257537,152,152,SWITCH,RAM,TECHNO,,,f,
15056,8257537,144,144,ミラージュ・レジデンス,Jimmy Weckl,FUSION,MIRAGE REGIDENCE,,f,
15057,8257537,180,180,in the Sky,Ryu☆,HAPPY HARDCORE,,,f,
15058,8257537,178,178,LOVELY STORM,L.E.D.-G,HAPPY HARDCORE,,,f,
15059,8257537,154,154,"satellite020712 from ""CODED ARMS""",猫叉Master ,HARD HOUSE,,NEKOMATA MASTER,f,
15061,8257537,174,174,Übertreffen,TAKA respect for J.S.B.,PROGRESSIVE BAROQUE,,,f,
16000,8257537,175,175,CaptivAte2～覚醒～,e-lma,NOSTALISH REQUIEM,CAPTIVATE2,,f,
16001,8257537,148,148,翼,小林ゆう,J-TRANCE,TSUBASA,KOBAYASHI YUU,f,
16002,8257537,170,170,B4U(BEMANI FOR YOU MIX),Remixed by DJ YOSHITAKA with Michael a la mode,RECKLESS RAVE,,,f,
16003,8257537,180,180,Colorful Cookie,Lucky Vacuum,HAPPY HARDCORE,,,f,
16004,8257537,150,150,V2,TAKA,PROGRESSIVE,,,f,
16005,8257537,150,150,天空脳番長危機十六連打,D.J.SETUP,RAGE AGAINST EMPRESS,RAGE AGAINST EMPRESS,,f,
16006,8257537,188,188,不沈艦CANDY,Risk Junk,HARDCORE,FUCHINKAN CANDY,,f,
13030,4063233,159,159,Enjoy your life,Mr.T plus H,ELECTRONICA,,,f,
16008,8257537,150,150,HYPERION,L.E.D.,MORNING FULL ON,,,f,
16009,8257537,165,165,BITTER CHOCOLATE STRIKER,L.E.D.-G,JUMPSTYLE,,,f,
16010,8257537,150,150,Fly Above,Sota Fujimori,DREAM TRANCE,,,f,
16011,8257537,180,180,Arabian Rave Night,dj MAX STEROID,ARABIC HARDCORE,,,f,
16013,8257537,148,148,山岡晃の「クイズ！家事都合！」,AKIRA YAMAOKA feat.喜屋武ちあき,ポップス,AKIRA YAMAOKA,AKIRA YAMAOKA FEAT. CHIAKI KIYATAKE,f,
16014,8257537,152,152,Queen's Tragedy,猫叉Master+,BIG BEAT,,NEKOMATA MASTER+,f,
16015,8257537,177,177,Kung-fu Empire,飛燕流舞,ASIAN JANGLE,,HIENRYUUMAI,f,
16017,8257537,170,170,ALL MY TURN -このターンに、オレの全てを賭ける-,SUPER STAR 満-MITSURU-,ONLY ONE EURO BEAT,ALL MY TURN,SUPER STAR -MITSURU-,f,
16018,8257537,205,248,Marie Antoinette,Marguerite du Pré,宮廷円舞曲,,,f,
16019,8257537,148,148,Turii ～Panta rhei～,Zektbach,ELEMENTAL CHANT,,,f,
16020,8257537,85,925,卑弥呼,朱雀 vs 玄武,ESOTERIC SPEEDCORE,HIMIKO,SUZAKU VS. GENBU,f,
16021,8257537,177,177,smooooch・∀・,kors k,CANDY RAVE,SMOOOOCH,,f,
16022,8257537,155,155,Flash Back 90's,kors k as disconation,MEGA MIX,,,f,
16023,8257537,153,153,Programmed World,kors k as StripE,PSY TRANCE(FULL ON),,,f,
16024,8257537,149,149,まほろば,HHH+H,J-DANCE POP,MAHOROBA,,f,
16025,8257537,128,128,Mind Mapping,Ryu☆,ELECTRO-TECH,,,f,
16026,8257537,191,191,3y3s,青龍,DANCE SPEED,,SEIRYUU,f,
16027,8257537,155,155,Monkey Dance '09,Y&Co. Feat.DOMINO,EUROBEAT,,,f,
16029,8257537,145,145,ALL I NEED YOUR LOVE,GUHROOVY fw. M-PROJECT,HARDCORE,,,f,
16030,8257537,160,160,NΦ CRIME,C×F,DANCE MUSIC OF SORROW,NO CRIME,,f,
16031,8257537,145,145,naughty girl@Queen's Palace,DJ Mass MAD Ism*,TECH-BREAKBEAT,NAUGHTY GIRL QUEEN'S PALACE,,f,
16032,8257537,138,138,BRIDAL FESTIVAL !!!,S.S.D. with ななっち,HAPPY☆JIG,,S.S.D. WITH NANACCHI,f,
16033,8257537,148,148,MY FUTURE,PINK PONG,TRANCE,,,f,
16033,8257537,148,148,MY FUTURE,PINK PONG,TRANCE,,,f,
16034,8257537,172,172,Punch Love♥仮面,"上野圭市(a.k.a.Baby Weapon,DJ SWAMI)feat.星野奏子",E-DANCE POP,PUNCH LOVE KAMEN,"UENO KEIICHI(a.k.a. Baby Weapon,DJ SWAMI)FEAT. HOSHINO KANAKO",f,
16035,8257537,147,147,I'm Screaming LOVE,Creative Life,TECHNO POP,,,f,
16036,8257537,160,160,鉄甲乙女 -under the steel-,Seiya Murai,IRON CONCERTO,TEKKOU OTOME-UNDER THE STEEL,,f,
16037,8257537,155,155,"You'll say ""Now!""",BLACK STAR -YUKIHIRO-,ONLY ONE TECHNO,,,f,
16038,8257537,150,150,Secrets,good-cool ft. CHiCO,TECH-PARA,,,f,
16040,8257537,151,151,neogenesis,DM Ashura,ENERGETIC TRANCE,,,f,
16041,8257537,172,172,THE SHINING POLARIS (kors k mix),Remixed by kors k,UK HARDCORE,,,f,
16042,8257537,155,155,Bahram Attack -猫叉Master Remix-,猫叉Master feat.JUNE,HOUSE,BAHRAM ATTACK,NEKOMATA MASTER FEAT. JUNE,f,
16043,8257537,145,145,Cyber Force -DJ Yoshitaka Remix-,Remixed by DJ YOSHITAKA,BUCHIAGE TRANCE,,,f,
16045,8257537,45,170,THANK YOU FOR PLAYING,SUPER STAR 満-MITSURU-,ONLY ONE EPILOGUE,,SUPER STAR -MITSURU-,f,
16049,8257537,116,116,Jack,DesQ,MIXTURE,,,f,
16050,8257537,163,163,凛として咲く花の如く,紅色リトマス,撫子ロック,RINTOSHITESAKUHANANOGOTOKU,BENIIRO LITMUS,f,
16051,8257537,200,200,Go Beyond!!,Ryu☆ Vs. Sota Fujimori,TRANCE CORE,,,f,
16052,8257537,152,152,SOLITON BEAM,L.E.D.,TECHNO,,,f,
16053,8257537,136,136,Just a Little Smile,Sota Fujimori,NU SKOOL BREAKS,,,f,
17000,8257537,185,185,Elisha,DJ YOSHITAKA,TRANCE CORE,,,f,
17001,8257537,182,182,たからもの,セリカ&エリカ,POPS,TAKARAMONO,CELICA&ERIKA,f,
17002,8257537,160,160,MIRACLE MEETS,Lucky Vacuum,BUCHIAGE TRANCE,,,f,
17003,8257537,160,160,NoN-Fiction Story!,Creative Life,TECHNO POP,,,f,
17004,8257537,152,152,DROP,dj TAKA feat.Kanako Hoshino,WHITE SEQUENCE,,,f,
17005,8257537,158,158,Roots of my way!,ナイア,ACTRESS,,NAIA,f,
17006,8257537,170,170,G59,怒れる金の獅子,EXPERIMENTAL MUSIC,,OKORERU KIN NO JINSHI,f,
14034,4063233,139,139,Dreaming Sweetness,Auridy,SCOUSE HOUSE,,,f,
17007,8257537,196,196,DOMINION,L.E.D.-G,HARDCORE,,,f,
17008,8257537,165,165,GALGALIM,L.E.D.,HARDCORE TECHNO,,,f,
17009,8257537,188,188,EXUSIA,L.E.D.-G,HARDCORE,,,f,
17012,8257537,102,102,being torn the sky,猫叉Master feat.JUNE,ELECTRO POP,,NEKOMATA MASTER FEAT. JUNE,f,
17013,8257537,85,170,She is my wife,SUPER STAR 満-MITSURU-,ONLY ONE BALLAD,,SUPER STAR -MITSURU-,f,
17014,8257537,200,200,NEW SENSATION -もう、あなたしか見えない-,SUPER HEROINE 彩香-AYAKA-,ONLY ONE IDOL SONG,NEW SENSATION,SUPER HEROINE -AYAKA-,f,
17015,8257537,155,175,Raison d'être～交差する宿命～,Zektbach,ASTRAL CHOIR,RAISON D'ETRE-MALCHUT AND L'ERISIA-,,f,
17016,8257537,178,178,Almagest,Galdeira,AKASHIC RECORDS,,,f,
14048,4063233,154,154,My Only Shining Star,NAOKI feat.Becky Lucinda,HYPER EUROBEAT,,,f,
17017,8257537,190,350,"ワルツ第17番ト短調""大犬のワルツ""",virkato,VALSE,VALSE DU GRANDE CHIEN,,f,
17020,8257537,164,164,バビロニア,劇団レコード,DISTORTED NEW AGE,BABYLONIA,GEKIDAN RECORD,f,
17021,8257537,130,130,Last Burning,Dirty Androids,ELECTRO,,,f,
17022,8257537,195,195,Bad Maniacs,kors k as teranoid,INDUSTRIAL,,,f,
17023,8257537,144,144,Programmed Sun,kors k,PSY TRANCE(MORNING),,,f,
17024,8257537,30,240,D,Eagle,NEXT SKOOL BREAKBEATS HARDCORE,,,f,
17025,8257537,181,181,bloomin' feeling,Ryu☆,HAPPY HARDCORE,,,f,
17026,8257537,140,140,Light Shine,Ryu☆,BUBBLEGUM DANCE,,,f,
17027,8257537,175,175,DESIRE,M-Project fw.GUHROOVY,UK HARDCORE,,,f,
17028,8257537,180,180,AIR RAID FROM THA UNDAGROUND,GUHROOVY,SPEEDCORE,,,f,
17030,8257537,130,130,Brazilian Fire,Ben Franklin,LATIN HOUSE,,,f,
17031,8257537,132,132,One of A Kind,Crystal Begley,TECHNO/DANCE,,,f,
17032,8257537,158,158,Red. by Full Metal Jacket,DJ Mass MAD Izm*,TECH-BREAKBEATS,,,f,
17033,8257537,148,148,コスモス,TSU-NA,J-POP,COSMOS,,f,
17034,8257537,170,170,かずあそび,CULTVOICE by S.S.D.PRODUCTS,INSANIO,KAZUASOBI,,f,
17035,8257537,175,175,beatchic☆仮面～好き、でいさせて～,上野圭市（transforming into Masao♥Lovely)feat.星野奏子,E-DANCE POP,BEATCHIC KAMEN,UENO KEIICHI(transforming into Masao♥Lovely)FEAT. HOSHINO KANAKO,f,
17037,8257537,132,132,未来のプリズム,星野奏子,STAR POP,PRISM OF FUTURE,HOSHINO KANAKO,f,
17039,8257537,166,166,Keep it-秋葉工房mix-,DJ Command feat. NAGISA,EUROBEAT,KEEP IT-AKIBA KOUBOU MIX-,,f,
17040,8257537,160,160,Dazzlin' Darlin -秋葉工房mix-,Remixed by DJ Command,EUROBEAT,DAZZLIN' DARLIN-AKIBA KOUBOU MIX-,,f,
17041,8257537,78,178,Session 1 -Genesis-,PRASTIK DANCEFLOOR,ELECTRIC FUSION,,,f,
17043,8257537,143,143,Hydrogen Blueback,MAD CHILD,TECK DANCE,,,f,
17044,8257537,188,188,mosaic,Auridy,TECHNO POP SPEED,,,f,
17046,8257537,173,173,Empire State Glory,Dirty Androids,CYBERPUNK,,,f,
17050,8257537,180,180,CaptivAte～裁き～(SUBLIME TECHNO MIX),Remixed by DJ YOSHITAKA,SUBLIME TECHNO,CAPTIVATE-SABAKI-(SUBLIME TECHNO MIX),,f,
17051,8257537,140,140,bass 2 bass,Ryu☆,BUBBLEGUM DANCE,,,f,
17052,8257537,155,155,IN THE NAME OF LOVE,Y&Co. feat. Erica,EUROBEAT,,,f,
17053,8257537,128,128,Special One,kors k feat. Suzuyo Miyamoto,J-HOUSE,,,f,
17054,8257537,185,185,Evans,DJ YOSHITAKA,HARD RENAISSANCE,,,f,
15020,4063233,155,155,State Of The Art,Sota Fujimori feat. cyborg AKEMI,TECHNOTRONICA,,,f,
17055,8257537,140,140,"水上の提督 (Short mix from ""幻想水滸伝V"")",猫叉Master,WORLD/ELECTRONICA,SUIJYOUNOTEITOKU,NEKOMATA MASTER,f,
17056,8257537,135,270,eRAseRmOToRpHAntOM,L.E.D.-G VS GUHROOVY,HARDCORE,,,f,
17057,8257537,183,183,DAWN -THE NEXT ENDEAVOUR-,L.E.D. fw.堀澤麻衣子,DRUM & BASS,,L.E.D. fw. HORISAWA MAIKO,f,
17058,8257537,111,111,サヨナラ・ヘウン,猫叉Master,WORLD/ELECTRONICA,SAYONARA HEAVEN,NEKOMATA MASTER,f,
17059,8257537,140,162,quell -the seventh slave-,dj TAKA Vs. DJ YOSHITAKA,TRANCE,,,f,
17060,8257537,155,155,SOLID STATE SQUAD,kors k Vs. L.E.D.,HARDSTYLE,,,f,
17061,8257537,150,150,GOLDEN CROSS,dj REMO-CON VS dj TAKA,TECHNO,,,f,
17062,8257537,150,150,The Story Begins,SADA & Sota,EPIC TRANCE,,,f,
17063,8257537,172,172,BEAUTIFUL ANGEL,DJ SWAN,DRUM'N'BASS,,,f,
17064,8257537,185,185,THE LAST STRIKER,L.E.D.,DRUM & BASS,,,f,
17065,8257537,185,185,Sorrows,Asako Yoshihiro,EMO,,,f,
18000,8126465,100,100,Stay my side,DJ Yoshitaka feat.RINA,R&B,,,f,
18001,8126465,148,148,Watch Out Pt.2,DJ Mass MAD Izm* VS. DJ Yoshitaka,TECH-BREAKBEATS,,,f,
18002,8126465,182,182,Tropical April,Risk Junk,VACATION DANCE,,,f,
18003,8126465,195,195,DAYDREAMER,ピンクターボ,GIRLY ROCK,,PINK TURBO,f,
18004,8126465,172,172,perditus†paradisus,iconoclasm,ANTHEM CORE,PERDITUS/PARADISUS,,f,
18005,8126465,155,155,THE DOOR INTO RAINBOW,L.E.D.,TRANCE,,,f,
15047,4063233,146,146,Now and Forever,StripE vs MUNETICA feat.ARISA,ENERGETIC TRANCE,,,f,
