9403,1,0,0,Funkytown,Lipps Inc.,80'S REVIVAL,Funkytown,,f,
9404,1,0,0,Lift Me Up,Moby,ELECTRONICA,Lift Me Up,,f,
9405,1,0,0,The Way You Move,Paul Grogan Featuring Natalie Martin,DANCE,The Way You Move,,f,
9406,1,0,0,Virtual Insanity,WaveGroup/DJ TK-ST,R&B MIX,Virtual Insanity,,f,
10003,1,0,0,JAM,TAKA with Junpei&三上,J-REVIVAL,JAM,,f,
10007,1,0,0,DONNATOKIMO,Mr.T と Brother Hiro,J-REVIVAL,どんなときも。,,f,
10008,1,0,0,PLATONIC-XXX,platoniX (RB style),RB,PLATONIC-XXX,,f,
10011,1,0,0,ICHIZUNAKOI(HYPER J-EURO MIX),ＴЁЯＲＡ,J-REVIVAL,一途な恋 (HYPER J-EURO MIX),,f,
10014,393217,149,149,LIMITED,SLAKE,TECHNO,LIMITED,,f,
10015,1,0,0,CHOO CHOO TRAIN(dnb mix),SLAKE feat.MIKA,J-REVIVAL,CHOO CHOO TRAIN(dnb mix),,f,
10021,1,0,0,scherzo,Osamu Kubota,PIANO AMBIENT,scherzo,,f,
10026,1,0,0,Think of me,good-cool feat.Sana,NORTHERN EUROPE,Think of me,,f,
10027,917505,129,129,Drop on the floor,good-cool,HOUSE,Drop on the floor,,f,
10029,393217,154,154,Changes,TaQ,PSYCHEDELIC TRANCE,Changes,,f,
10031,1,0,0,SCORE,DJ Remo-con,TECH HOUSE,SCORE,,f,
10032,1,0,0,Shakin'31,DJ Remo-con,BREAK BEATS,Shakin'31,,f,
10039,1,0,0,NO DOUBT GET LOUD,ASLETICS,HIP HOP,NO DOUBT GET LOUD,,f,
10043,1,0,0,Let's run,Mitsuto Suzuki,MEDIUM WAVE,Let's run,,f,
10044,131073,159,159,Don't forget,中山結衣,J-POP,Don't forget,,f,
10045,1,0,0,COSMIC RAISE,Toshiji Katoh,ELECTRONICA,COSMIC RAISE,,f,
10050,1,0,0,R2,tiger YAMATO,RAVE,R2,,f,
10051,1,0,0,5.8.8.,dj nagureo,PIANO AMBIENT,5.8.8.,,f,
10054,1,0,0,A-JAX(3-WAY MIX),Mr.T,GAME MUSIC,A-JAX(3-WAY MIX),,f,
10201,1,0,0,ACID VISION,L.E.D.,LIQUID FUNK,ACID VISION,,f,
8026,8257537,187,187,memories,TAKA,BEAT ROCK,,,f,
10202,1,0,0,HYPE THE CORE,DJ CHUCKY,GABBA,HYPE THE CORE,,f,
10204,1,0,0,jelly kiss -Midihead's Smack Mix-,Togo project feat.Sana(Remixed by Midihead),HARD HOUSE,jelly kiss -Midihead's Smack Mix-,,f,
10205,1,0,0,Strong Woman feat.DABO,Asami,R&B,Strong Woman feat.DABO,,f,
10206,1,0,0,TAITOU NO SUIKA,bermei.inazawa feat.霜月はるか,JAPANESE POPS,泰東ノ翠霞,,f,
11003,393217,129,129,TEXTURE,SLAKE,DEATH DISCO,TEXTURE,,f,
11006,1,0,0,CAR OF YOUR DREAMS,DAVE&NUAGE,SUPER EURO BEAT,CAR OF YOUR DREAMS,,f,
11016,917505,179,179,Les filles balancent,Orange Lounge,FRANCE,Les filles balancent,,f,
11017,1,0,0,Move Me,good-cool feat. Raj Ramayya,AFRICA,Move Me,,f,
11020,1,0,0,ON THE TUBE,Q'HEY,MINIMAL,ON THE TUBE,,f,
11021,1,0,0,believe...?,Nao Nakamura,HAPPY,believe...?,,f,
11022,1,0,0,KING OF GROOVE,DJ 19,TECHNO,KING OF GROOVE,,f,
11023,1,0,0,EVO66,Wall5,TECHNO,EVO66,,f,
11024,1,0,0,ROK DA WORLD,DJ TOMO,MIXTURE,ROK DA WORLD,,f,
11029,1,0,0,Back to the Dance Floor,DJ SIMON,TRIBAL LOUNGE,Back to the Dance Floor,,f,
11039,1,0,0,Kecak,John Robinson,TRANCE,Kecak,,f,
11041,1,0,0,PERPLEXITY,Osamu Kubota,ASIAN CROSSOVER,惑,,f,
11042,1,0,0,listen to yourself,Tetsuya Uchida,ERHU FUNK,listen to yourself,,f,
11044,1,0,0,NIGHT FLIGHT TO TOKYO,MATT LAND,SUPER EURO BEAT,NIGHT FLIGHT TO TOKYO,,f,
11046,1,0,0,PERFECTWORLD,N.A.R.D feat. masayo,SOFT ROCK,PERFECTWORLD,,f,
11047,1,0,0,KISEKI(IIDX RED EDIT),BeForU,J-POP,KI・SE・KI(IIDX RED EDIT),,f,
11048,1,0,0,TELL ME MORE,Togo-chef feat.朝比奈亜希,R&B,Tell Me More…,,f,
11201,1,0,0,Go Berzerk,Scott Brown,HARDCORE,Go Berzerk,,f,
11202,1,0,0,Toxic,WaveGroup/Shoichiro Hirata ,GARAGE MIX,Toxic,,f,
11203,1,0,0,You Really Got Me,WaveGroup/Shoichiro Hirata,BREAKBEATS MIX,You Really Got Me,,f,
12024,1,0,0,tant pis pour toi,AKIRA YAMAOKA,TECHNO,tant pis pour toi,,f,
8027,8257537,154,154,Monkey Dance,Y&Co.,EUROBEAT,,,f,
8028,8257537,173,173,murmur twins,yu_tokiwa.djw,CUDDLECORE,,,f,
12032,1,0,0,SEXYSEXYCHEVY,MATALLY,BIG BEAT,SEXYSEXYCHEVY,,f,
12033,1,0,0,FUNKTION,ULTRAdoof,CYBER FUNK,FUNKTION,,f,
12035,1,0,0,Listen up,Mitsuto Suzuki,CLICK HOUSE,Listen up,,f,
12039,1,0,0,Don't let it go,ウッチーズ,J-POP REMIX,Don't let it go,,f,
12044,917505,169,169,GREEN EYES,SLAKE,BROKEN TEK,GREEN EYES,,f,
12046,1,0,0,mind the gap,Osamu Kubota,UK PROGRESSIVE,mind the gap,,f,
12047,1,0,0,TOE JAM,BIG IDEA,COUNTRY TECHNO,TOE JAM,,f,
12048,1,0,0,PATRIOTISM,kobo,DRUM'N BASS,PATRIOTISM,,f,
12202,1,0,0,Endless Summer Story,DJ Yoshitaka feat.星野奏子,JAPANESE REGGAE,Endless Summer Story,,f,
12203,1,0,0,IceCube Pf.(RX-Ver.S.P.L.),高田雅史,CLUB JAZZ,IceCube Pf.(RX-Ver.S.P.L.),,f,
12205,1,0,0,KAZE NO TANI NO DREAM,PINK PONG,TRANCE,風の谷のDREAM,,f,
13004,1,0,0,SAMBA DE JANEIRO,Remixed by Lion Musashi,SAMBA,SAMBA DE JANEIRO,,f,
13007,1,0,0,SPRING RAIN (LLUVIA DE PRIMAVERA),Remixed by DJ YOSHITAKA,TRANCE,SPRING RAIN (LLUVIA DE PRIMAVERA),,f,
13016,1,0,0,BREAK OUT,Remixed by Orange Lounge,LOUNGE POP,BREAK OUT,,f,
13018,131073,149,149,iFUTURELIST,AKIRA YAMAOKA,FUTURELIST TYPE,iFUTURELIST,,f,
13022,131073,139,139,Winning Eleven9 Theme (IIDX EDITION),Sota Fujimori,NU BIGBEAT BREAKS,Winning Eleven9 Theme (IIDX EDITION),,f,
13031,131073,100,400,DUE TOMORROW,Mr.T,TECHNO,DUE TOMORROW,,f,
13033,1,0,0,Tonight?,dj REMO-CON,ELECTROCK,Tonight?,,f,
8029,8257537,144,144,MUSIC TO YOUR HEAD,SLAKE,TECHNO,,,f,
13036,131073,179,179,ay carumba!!!!,teranoid＆MC Natsack,NUSTYLE GABBA,ay carumba!!!!,NUSTYLE GABBA,f,
13042,1,0,0,tiger yamato,tiger YAMATO,NOISE POP,tiger yamato,,f,
13049,917505,134,134,Parasite World,ＴЁЯＲＡ underground,HYPER J-CORE,Parasite World,,f,
13201,1,0,0,321 STARS,DJ SIMON,TECHNO POP,321 STARS,,f,
13202,1,0,0,Attack the music,DJ FX,HARD TECHNO,Attack the music,,f,
13203,1,0,0,Back Into The Light (recut),Sota Fujimori,2STEP POP TRANCE,Back Into The Light (recut),,f,
13204,1,0,0,BLEEDING LUV -IMMORALITY ACT-,Xephia(Tatsh＋Yuta),PROVIDENCE R,Bleeding Luv 〜Immorality act〜,,f,
13205,1,0,0,breathless,Studio Bongo Mango feat.Tomoko Kataoka,DIST.LOUNGE,breathless,,f,
13206,1,0,0,CALDERA,CALF,HARDCORE,CALDERA,,f,
13207,1,0,0,DRUNK MONKY,DJ ODDBALL,MINIMAL,DRUNK MONKY,,f,
13208,1,0,0,Hybrid Landscape,Sota Fujimori,TEC-DRUM'N'BASS,Hybrid Landscape,,f,
13209,1,0,0,LIGHT MOTION,RAM,RAVE,LIGHT MOTION,,f,
13210,1,0,0,Shoot'Em All,Manabu Namiki,DETROIT TECHNO,Shoot'Em All,,f,
13211,1,0,0,super highway,nouvo nude,DRUM'N BASS,super highway,,f,
13212,1,0,0,The Hope of Tomorrow (recut),Sota Fujimori,CYBORG TRANCE,The Hope of Tomorrow (recut),,f,
13213,1,0,0,VANISHING POINT,DJ CHUCKY,NU STYLE GABBA,VANISHING POINT,,f,
13214,1,0,0,WaterCube Pf.(RX-Ver.S.P.L.),高田雅史,ETHNO POP,WaterCube Pf.(RX-Ver.S.P.L.),,f,
14010,1,0,0,GHOSTBUSTERS,Remixed by DJ Yoshitaka,DISCO,GHOSTBUSTERS,,f,
14017,393217,141,141,Play back hate you,AKIRA YAMAOKA,小倉テクノ,Play back hate you,,f,
14025,917505,249,249,KIGONSHU,あさき,INDUSTRIAL REVIEW,鬼言集,ASAKI,f,
14026,1,0,0,Yabis Starlight,DAJI,DIGITAL ROCK,Yabis Starlight,,f,
14027,393217,149,149,earth-like planet,ELEKTEL,ACID JAZZ,earth-like planet,,f,
14032,131073,146,146,Come On,John Robinson,TECHNO RAVE,Come On,,f,
14036,1,0,0,2hot2eat,Osamu Kubota,HINDU SALSA,2hot2eat,,f,
14041,1,0,0,So Real,Y&Co. feat.mioco,歌謡ハウス,So Real,,f,
14044,131073,99,349,OP.31 JOJO,akiko,PIANO CONCERTO,op.31 叙情,,f,
14045,131073,118,118,CAMIRO UNA MENDES,山根ミチル,SPANISH COOL,カミロ・ウナ・メンデス,,f,
14054,1,0,0,HONEY PUNCH,小坂りゆ,HAPPY DANCE POP,HONEY♂PUNCH,,f,
14057,1,0,0,Red Rocket Rising,BeForU,J-POP,Red Rocket Rising,,f,
14201,1,0,0,Beginning of life(THE GROUND PULSE MIX),Remixed by QUADRA,TECHNO,Beginning of life(THE GROUND PULSE MIX),,f,
14203,1,0,0,DENIM,SLAKE,TECHNO,DENIM,,f,
8031,8257537,134,134,PLEASE DON'T GO,ASLETICS,DISCO,,,f,
14204,1,0,0,Electrified,SySF.,ELECTRO,Electrified,,f,
14205,1,0,0,feeling of love,youhei shimizu,HOUSE,feeling of love,,f,
14206,1,0,0,Guilt & Love,The Plastic Ambition（jun & DJ YOSHITAKA）,SHINING RAVE,Guilt & Love,,f,
14207,1,0,0,Playball,sanodg,TECH HOUSE,Playball,,f,
14208,1,0,0,SEQUENCE CAT,SLEDLAKE(SLAKE & L.E.D.),TECHNO,SEQUENCE CAT,,f,
14209,1,0,0,SHOX,RAM,DRUM'N'BASS,SHOX,,f,
14212,1,0,0,TREASURE*STAR,NAOKI & Ryu☆ fw.さちまゆ,DANCE POP SPEED,Treasure×Star,,f,
14213,1,0,0,Turning the motor over,Delaware feat. Jeff Coote,LATIN SKA,Turning the motor over,,f,
14214,1,0,0,Welcome,Uraken,HARDCORE,Welcome,,f,
15033,131073,220,220,ROCK ME NOW,GUHROOVY fw. NO+CHIN,RAGGA ROCK,ROCK ME NOW,,f,
15034,393217,260,260,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",S.S.D.FANTASICA feat. EMI with ARATA,THE WORLD GROOVE,"JOURNEY TO ""FANTASICA"" (IIDX LIMITED)",,f,
15035,131073,140,140,KANAUMADEHA,ウッチーズ,ELECTRIC AOR,叶うまでは,ELECTRIC AOR,f,
15036,1,0,0,soldier's waltz,DAJI,WALTZ BEAT,soldier's waltz,,f,
15037,1,0,0,I'm In Love Again -DJ YOSHITAKA REMIX-,Remixed by DJ YOSHITAKA,TRANCE,I'm In Love Again -DJ YOSHITAKA REMIX-,,f,
15042,1,0,0,SHONANZOKU,Aural Vampire,ELECTRO,湘南族 -cannibal coast-,,f,
15050,131073,320,320,TRIP MACHINE PhoeniX,DE-SIRE 改,SUPERNOVA2 BEAT #2,TRIP MACHINE PhoeniX,,f,
15051,393217,170,170,Shades of Grey,Fracus,HARD TRANCE,Shades of Grey,,f,
15201,1,0,0,Around The Galaxy,NISH,UPLIFTING TRANCE,Around The Galaxy,,f,
15202,1,0,0,Battle Train -IIDX Edition-,Sota Fujimori,HARD DANCE,Battle Train -IIDX Edition-,,f,
15203,1,0,0,Biometrics Warrior,GUHROOVY fw.NO+CHIN,RAGGACORE,Biometrics Warrior,,f,
15206,1,0,0,CRYMSON,RAM,DIGITAL HARDCORE,CRYMSON,,f,
15210,1,0,0,Pluto,Black∞Hole,SUPERNOVA2 BEAT EX,Pluto,,f,
15211,1,0,0,quick master (reform version),youhei shimizu,J-TEKNO,quick master (reform version),,f,
15212,1,0,0,REPLAY,SLAKE,TECHNO,REPLAY,,f,
15213,1,0,0,Sidechained Threats,sanodg,ELECTRO,Sidechained Threats,,f,
15214,1,0,0,symptom,kobo vs kr:agu?,DRUM'N'BASS,symptom,,f,
15216,1,0,0,WHAT'S NEXT?,SLAKE feat. DAINA NORMAN,NU JAZZ,WHAT'S NEXT?,,f,
16012,917505,170,170,ATTACK NO.3,IDEA NOTE,DRAGON'BASS,アタックNO.3,,f,
16028,131073,145,876,Y&Co. is dead or alive,Y&Co.,90's RAVE,Y&Co. is dead or alive,,f,
16044,393217,152,152,PSYCHE PLANET-GT,Remixed by L.E.D.,PSYCHEDELIC TRANCE,PSYCHE PLANET-GT,,f,
16046,131073,128,128,HOUSE NATION,ravex,HOUSE,HOUSE NATION,,f,
16047,393217,128,128,thunder HOUSE NATION Remix,Remix by Sunset In Ibiza（SII）,HOUSE,thunder HOUSE NATION Remix,,f,
16048,131073,135,136,Our Song,Shinichi Osawa,HOUSE,Our Song,,f,
16201,1,0,0,Back Into The Light -Feelings Won't Fade Vocal Mix-,Sota Fujimori,TRANCE,Back Into The Light -Feelings Won't Fade Vocal Mix-,,f,
16202,1,0,0,Electrorgasm,Sota Fujimori,ELECTRO,Electrorgasm,,f,
16203,1,0,0,ERaSeR EnGinE DistorteD,L.E.D.-G VS GUHROOVY,HARDCORE,ERaSeR EnGinE DistorteD,,f,
16204,1,0,0,FLAG OF PEACE,GUHROOVY fw.NO+CHIN,DRUM'N'BASS,FLAG OF PEACE,,f,
16205,1,0,0,From Time To Time,sanodg,TECH HOUSE,From Time To Time,,f,
16206,1,0,0,Gymnopedie 009,Studio Bongo Mango feat. Junko Wada (BE THE VOICE),BOSSA ELECTRO,Gymnopedie 009,,f,
16208,1,0,0,Sunshine Hero,kors k feat.Mari*Co,乙女ハウス,Sunshine Hero,,f,
16209,1,0,0,Tori-no-kimochi,猫叉Master+,WORLD/ELECTRONICA,Tori-no-kimochi,,f,
8032,8257537,148,148,rainbow flyer,dj TAKA,TRANCE,,,f,
8037,7340033,0,0,STAR DREAM,PINK PONG,TRANCE,STAR DREAM,,f,
8039,8257537,154,154,symbolic,TaQ,TECHNO,,,f,
8040,8257537,134,134,thunder,Lion MUSASHI,HOUSE,,,f,
8043,8257537,92,92,WAR GAME,ASLETICS,HIP HOP,,,f,
8045,8257537,157,157,xenon,Mr.T,ELECTROSHOCK,,,f,
8047,8257537,154,154,合体せよ！ストロングイエーガー！！,L.E.D.,HARD DANCE,THE STRONG JAEGER,,f,
8048,8257537,13,320,桜,RevenG,SPIRITUAL,SAKURA,,f,
8049,8257537,144,144,蒼い衝動,NAOKI feat.YUKI,J-TRANCE,AOI SHOUDOU,,f,
9000,8257537,154,154,lower world,D.J.SETUP,TECHNO,,,f,
9001,8257537,128,128,Silvia Drive,dj TAKA feat.Noria,HAPPY HANDBAG,,,f,
9002,8257537,141,141,lights,flare,SOUL,,,f,
9006,8257537,157,157,MARIA (I believe...),NAOKI feat. PAULA TERRY,EUROBEAT,,,f,
9010,8257537,159,188,Cradle,positive MA feat.akino,HEALIN' HARDCORE,,,f,
9011,8257537,129,129,Make A Difference,Lala Moore with CoCoRo*Co,GOSPEL,,,f,
9012,8257537,130,160,moon_child,少年ラジオ,POST ROCK,,SHONEN RADIO,f,
9014,8257537,131,131,昭和企業戦士荒山課長,AKIRA YAMAOKA,テクノチョップ,SHOWA KIGYO SENSHI ARAYAMA KACHO,,f,
9015,8257537,145,145,ライオン好き,AKIRA YAMAOKA,ボデー,LION SUKI,,f,
9016,8126465,129,129,真夏の花・真夏の夢,Sana,HOUSE,MANATSU NO HANA MANATSU NO YUME,,f,
9018,8257537,159,159,Golden Horn,Osamu Kubota,TURKISH PIANO'N'BASS,,,f,
9021,8257537,139,139,ECHOES,DRAGOON,TECHNO,,,f,
9026,8257537,199,221,Karma,TaQ,DRUM'N'BASS,,,f,
9027,8257537,147,147,BAD BOY BASS!! (dj Remo-con MIX),Y&Co.,NRG,,,f,
9028,8257537,154,154,quasar,OutPhase,TRANCE,,,f,
9029,8257537,179,180,ACT,RAM,RAVE,,,f,
1001,8257537,159,167,GRADIUSIC CYBER,TAKA,DIGI-ROCK,,,f,
1004,8257537,125,125,MACHO GANG,ANAL SPYDER,TRIBAL HOUSE,,,f,
9030,8257537,179,180,SNOW,RAM,DRUM'N'BASS,,,f,
9032,8257537,141,141,POWER DREAM,PINK PONG,TRANCE,,,f,
9034,8257537,139,139,STAR FIELD,SADA,TRANCE,,,f,
9037,8257537,200,200,rottel-the-mercury,sampling masters MEGA,GABBA,,,f,
9038,8257537,154,154,one or eight,sampling masters AYA,HARDCORE RAVE,,,f,
9039,8257537,99,99,Really Love,大部真由美,R&B,,OOBE MAYUMI,f,
9042,8126465,176,176,LOVE ♥ SHINE,小坂りゆ,J-HAPPY HARDCORE,LOVE LOVE SHINE,KOSAKA RIYU,f,
9044,8257537,151,151,HYPER EUROBEAT (2DX style),NAOKI feat.PAULA TERRY,EUROBEAT,,,f,
9045,8257537,180,180,Sweet Sweet ♥ Magic,jun,HAPPY HARDCORE,SWEET SWEET LOVE MAGIC,,f,
9046,7864321,130,130,bag,Reven-G,SPIRITUAL,,,f,
9048,8257537,144,144,e-motion 2003 -romantic extra-,e.o.s (Remixed by dj TAKA),TRANCE,,,f,
9051,8257537,170,170,Abyss -The Heavens Remix-,dj TAKA (Remixed by Ryu☆),TRANCE CORE,,,f,
9052,8257537,124,124,Distress,dj TAKA (Remixed by TaQ),MIXTURE,,,f,
9054,8257537,135,135,Let The Snow Paint Me -Y&Co. Remix-,Sana (Remixed by Y&Co.),TRANCE,,,f,
9055,8257537,141,141,I Was The One (80's EUROBEAT STYLE),good-cool (Remixed by NAOKI),EUROBEAT,,,f,
9057,8257537,131,131,RISLIM -Remix-,ric (Remixed by Hisashi Nawata),ELECTRO 2 STEP,,,f,
9058,8257537,149,149,BRIGHTNESS DARKNESS,SPARKER,ROCOCO TEK,,,f,
9059,8257537,149,149,Quickening,dj TAKA,PSYCHEDELIC,,,f,
10001,8257537,147,147,pandora,dj TAKA feat.Tomomi,TRANCE,,,f,
10002,8257537,159,159,BABY LOVE,Noria,ITALO POP,,,f,
10004,8257537,171,171,No.13,TAKA respect for J.S.B.,PROGRESSIVE BAROQUE,,,f,
10005,7995393,71,71,desolation,Mr.T,PIANO BALLADE,,,f,
10006,8257537,157,157,EXE,Mr.T,ELECTROSHOCK,,,f,
10009,8257537,139,139,Shooting Star,小坂りゆ,J-POP,,KOSAKA RIYU,f,
10010,8257537,157,157,CARRY ON NIGHT (English version),platoniX (EURO style),EUROBEAT,,,f,
10012,7471105,149,149,Ready to Rockit Blues,SLAKE,NU JAZZ,,,f,
10013,8257537,159,159,Boundary,SPARKER,ROCOCO TEK,,,f,
10016,8257537,155,156,Lucy,ELE BLOCK,DANCE POP,,,f,
10017,8257537,147,147,システムロマンス,ヒロシ&チー子,ムートラ,SYSTEM ROMANCE,HIROSHI & CHIIKO,f,
10018,8257537,138,138,SPACE FIGHT,AKIRA YAMAOKA,戦艦テクノ,,,f,
10019,8257537,143,143,Back Into The Light,Sota Fujimori,2STEP POP TRANCE,,,f,
10020,8257537,143,143,Rise'n Beauty,Sota feat. Cyborg Akemi,TRANCE,,,f,
10022,8257537,150,150,雪月花,Ryu☆,HARD HOUSE,SETSUGEKKA,,f,
10023,8257537,169,169,Narcissus At Oasis,Ryu☆,ARTCORE,,,f,
10024,8257537,176,176,rainbow rainbow,Ryu☆,HAPPY HARDCORE,,,f,
10025,8257537,139,139,Love Is Eternity,kors k,TRANCE,,,f,
10028,8257537,154,154,Innocent Walls,TaQ,TECHNO,,,f,
10033,8257537,156,156,Daisuke,Y&Co.,EUROBEAT,,,f,
10034,8257537,179,179,HIGH,RAM,RAVE,,,f,
10035,8257537,159,159,LOW,RAM,RAVE,,,f,
10036,8257537,179,179,FEEL IT,RAM,DRUM'N'BASS,,,f,
10037,8257537,144,144,HI SCHOOL DREAM,PINK PONG,TRANCE,,,f,
10038,8257537,144,144,ALIEN TEMPLE,PINK PONG,PSYCHEDELIC TRANCE,,,f,
10040,8257537,174,199,1st Samurai,sampling masters MEGA,お江戸テクノ,,,f,
10041,8257537,154,154,Debtty Daddy,sampling masters AYA,ETHNO HARDCORE,,,f,
10042,8257537,139,139,Feedback,Audio Highs,BREAK BEATS,,,f,
10046,8257537,134,134,Freezing atmosphere,Twin AmadeuS,NATURAL SOUND,,,f,
10047,8257537,135,135,ASTRAL VOYAGE,EeL,DREAM TECHNO,,,f,
10048,8257537,169,169,DoLL,TЁЯRA,HYPER J-POP FOUR,,,f,
10049,8257537,199,199,One More Lovely,Risk Junk,HAPPY,,,f,
10052,8257537,147,147,GHOST REVIVAL,L.E.D.,GOA TRANCE,,,f,
10053,8257537,159,219,GRADIUS -FULL SPEED-,Mr.T,GAME MUSIC,,,f,
11001,8257537,140,140,BLOCKS,SPARKER,TRANCE,,,f,
11002,8257537,159,159,BREATH,SPARKER,ROCOCO TEK,,,f,
11004,8257537,164,164,Don't be afraid myself,platoniX with ray.D,J-POP,,,f,
11005,8257537,154,154,SPEEDY CAT,Y&Co.,EUROBEAT,,,f,
11007,8257537,154,154,太陽～T・A・I・Y・O～,NAOKI feat.星野奏子,CYBER J-EURO,TAIYO,NAOKI FEAT. HOSHINO KANAKO,f,
11008,8257537,211,211,KEY,colors,BEAT ROCK,,,f,
11009,8257537,142,142,awakening,AKIRA YAMAOKA,TRANCE,,,f,
11010,8257537,159,159,Sphere,Tatsh feat. K.Nayuki,MEDIEVAL CHOIR,,,f,
11011,8257537,179,179,ULTiMΛTE,TЁЯRA,HYPER J-POP FIVE,,,f,
11012,8257537,153,153,spiral galaxy,D.J.SETUP,PSYCHEDELIC TECHNO,,,f,
11013,8257537,149,149,ANDROMEDA,Sota Fujimori,PSYCHEDELIC GOA TRANCE,,,f,
11014,8257537,159,159,RESONATE 1794,KOHTA,HARD SONATA,,,f,
11015,8257537,45,93,earth scape,dj TAKA,PIANO BALLAD,,,f,
11018,8257537,131,144,Close my Eyes for Me,D-crew feat.DENNIS GUNN (DJ Yoshitaka SCRATCHING),AMERICA,,,f,
11019,8257537,83,167,大桟橋,ウッチーズ,JAPAN,OOSANBASHI,UCCHIES,f,
11025,8257537,125,125,Wonder Bullfighter,Twin AmadeuS,NATURAL SOUND,,,f,
11026,8257537,164,187,ピアノ協奏曲第1番”蠍火”,virkato,DIRGE,PF CONCERTO ANTI-ARES,,f,
11027,8257537,159,159,INJECTION OF LOVE,新谷あきら,ELECTRIC CABARET,,SHINTANI AKIRA,f,
11028,8257537,143,143,The Hope of Tomorrow,Sota Fujimori,CYBORG TRANCE,,,f,
11030,8257537,199,199,FAKE TIME,dj REMO-CON,HARD ROCK,,,f,
11031,8257537,136,136,Click Again,dj REMO-CON,CLICK HOUSE,,,f,
11032,8257537,164,164,RED ZONE,Tatsh&NAOKI,SPEED RAVE,,,f,
11033,8257537,132,132,Fly Away To India,Baby Weapon feat.KAJIL,DANCE POP,,,f,
11034,8257537,161,161,Secret of Love,D.J.SWAN,DRUM'N'BASS,,,f,
11035,8257537,149,149,Be quiet,Ryu☆,HARD HOUSE,,,f,
11036,8257537,179,179,AGEHA,Ryu☆,HAPPY HARDCORE,,,f,
11037,8257537,172,172,gigadelic,teranoid feat.MC Natsack,NUSTYLE GABBA,,,f,
11038,8257537,170,170,HORIZON,LIA,HAPPY HARDCORE,,,f,
11040,8257537,153,153,AA,D.J.Amuro,RENAISSANCE,,,f,
11043,8257537,115,115,D.A.N.C.E.!,DJ Yoshitaka feat.星野奏子,J-POP,,DJ YOSHITAKA FEAT. HOSHINO KANAKO,f,
11049,7340033,0,0,More Move,T-Hirono feat.PAULINHO,CLUB BOSSA,More Move,,f,
1005,8257537,144,144,THE EARTH LIGHT,L.E.D. LIGHT,TRANCE,,,f,
11050,8257537,152,152,NEBULA GRASPER,L.E.D.,PSYCHEDELIC TECHNO,,,f,
11051,8257537,159,159,Raspberry♥Heart (English version),jun feat. PAULA TERRY,COLORFUL HARDCORE,RASPBERRY HEART,,f,
11052,8257537,174,174,GENOCIDE,dj Killer,DRUM'N'BASS,,,f,
12000,8257537,166,166,double thrash,414,BATTLE2005,,,f,
12002,8257537,180,211,Little Little Princess ,SHRINE 418,PUNK OPERA,,,f,
12003,8126465,184,184,ヒマワリ,小坂りゆ,J-HAPPY HARDCORE,HIMAWARI,KOSAKA RIYU,f,
12004,8257537,66,199,冥,Amuro vs Killer,HUMAN SEQUENCER,MEI(TAKASH),,f,
12005,8257537,146,146,MOON RACE,ELEKTEL,FUTURE HOUSE,,,f,
12006,8257537,151,151,LESSON 5,Risk Junk feat.Erika Mochizuki,HAPPY EXTREME,,,f,
12007,8257537,151,151,rage against usual,dj TAKA feat.Gt.Shintaro,DIGI-ROCK,,,f,
12008,8257537,147,147,INAZUMA,dj TAKA,TRANCE,,,f,
12009,8257537,179,179,HAPPY☆ANGEL,jun with TAHIRIH,HAPPY HARDCORE,HAPPY*ANGEL,,f,
12010,8257537,199,199,EDEN,TЁЯRA,HYPER J-POP SIX,,,f,
12011,8257537,159,159,CaptivAte～浄化～,A/I,NOSTALISH REQIEM,CAPTIVATE-JOKA-,,f,
12012,8257537,114,114,Catch Me,DJ Yoshitaka feat. ERi,ACID JAZZ,,,f,
12013,8257537,154,154,月光,Tatsh feat. 星野奏子,J-EUROBEAT,GEKKOU,TATSH FEAT. HOSHINO KANAKO,f,
12014,8126465,169,169,Under The Sky ,南さやか(BeForU) with platoniX,J-EUROTRANCE,,MINAMI SAYAKA (BEFORU) WITH PLATONIX,f,
12015,8257537,169,169,Xepher,Tatsh,MEDIEVAL CHOIR,,,f,
12016,8257537,159,159,Twelfth Style,Tatsh&DAYBREAKERS NEXT,HAPPY EURO PARADISE,,,f,
12018,8257537,189,189,I am,有沢みはる from BeForU,CYBER J-ROCK,,ARISAWA MIHARU FROM BEFORU,f,
12019,8257537,154,154,合体せよ！ストロングイエーガー！！(Ryu☆remix),L.E.D./Remixed by Ryu☆,NU-NRG,THE STRONG JAEGER(RYU* REMIX),,f,
12020,8257537,219,219,garden,青野りえ,SWING WALTZ,,AONO RIE,f,
12021,8257537,69,167,Agnus Dei,あさき,GOTHIC METAL,,ASAKI,f,
12022,8257537,264,264,Tizona d'El Cid,TOMOSUKE,MPB,,,f,
12023,8257537,181,181,EMPTY OF THE SKY,AKIRA YAMAOKA,E-ROCK,,,f,
12025,8257537,251,251,100% minimoo-G,Sota Fujimori,SYNTHETIC PROGRESSIVE ROCK,,,f,
12026,8257537,147,147,PLASMA,Sota Fujimori,SYNTHESIZED TECHNO,,,f,
12027,4587521,137,137,in motion,Ryu☆,CLICK HOUSE,in motion,,f,
12028,8257537,178,178,SigSig,kors k,MAKINA,,,f,
12029,8257537,98,197,ラクエン,Chonan Chiharu,REGGAE,RAKUEN,,f,
